Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,Benzodiazepines,5.0,4.0,1.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,Multiple Drugs,18.0,16.0,2.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,Synthetic cathinones,1.0,1.0,0.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug trafficking,2019,Cannabis-type,11.0,9.0,2.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug trafficking,2019,ATS,27.0,23.0,4.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug trafficking,2019,All illicit drugs,34.0,29.0,5.0,,34.0,0.0,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug trafficking,2019,Benzodiazepines,13.0,11.0,2.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug trafficking,2019,Multiple Drugs,15.0,12.0,3.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,All illicit drugs,674.0,559.0,115.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,Cannabis-type,24.0,17.0,7.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,ATS,642.0,535.0,107.0,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,Solvents and inhalants,3.0,3.0,,,,,
Asia,East and South-East Asia,Brunei Darussalam,Offences related to drug use and/or drug possession,2019,Other substances not under int. control,5.0,4.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2015,All illicit drugs,54.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2015,Cannabis-type,44.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2015,ATS,10.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2015,All illicit drugs,50.0,41.0,9.0,,50.0,0.0,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2015,Cannabis-type,21.0,20.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2015,Opioids,23.0,17.0,6.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2015,Cocaine-type,4.0,2.0,2.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2015,ATS,2.0,2.0,0.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2015,Pharmaceutical opioids,4.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2014,All illicit drugs,4795.0,4340.0,418.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2014,Cannabis-type,1667.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2014,Opioids,181.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2014,Cocaine-type,50.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug use and/or drug possession,2014,ATS,680.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,All illicit drugs,98.0,88.0,10.0,,97.0,1.0,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,Cannabis-type,37.0,31.0,6.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,Opioids,35.0,34.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,Cocaine-type,8.0,8.0,0.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,Other opioids not under international control,5.0,3.0,2.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,ATS,10.0,10.0,0.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,Hallucinogens,1.0,1.0,0.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2014,Sedatives and tranquillizers,2.0,1.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,All illicit drugs,70.0,60.0,10.0,,70.0,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Cannabis-type,23.0,20.0,3.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Opioids,24.0,20.0,4.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Cocaine-type,15.0,14.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,ATS,8.0,6.0,2.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Hallucinogens,0.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2016,Other substances not under int. control,0.0,,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,All illicit drugs,60.0,47.0,13.0,,59.0,1.0,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Cannabis-type,23.0,20.0,3.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Opioids,18.0,15.0,3.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Cocaine-type,7.0,4.0,3.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,ATS,7.0,7.0,0.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2017,Benzodiazepines,5.0,1.0,4.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,All illicit drugs,51.0,41.0,10.0,,51.0,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Cannabis-type,16.0,15.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Opioids,14.0,14.0,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Cocaine-type,2.0,2.0,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,ATS,6.0,6.0,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Hallucinogens,1.0,,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2019,Benzodiazepines,12.0,4.0,8.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,All illicit drugs,49.0,44.0,5.0,,49.0,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Cannabis-type,20.0,19.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Opioids,8.0,8.0,,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Cocaine-type,3.0,1.0,2.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,ATS,12.0,11.0,1.0,,,,
Europe,South-Eastern Europe,Bulgaria,Offences related to drug trafficking,2018,Non-specified substances not under int. control,6.0,5.0,1.0,,,,
Asia,East and South-East Asia,Cambodia,Offences related to drug trafficking,2019,All illicit drugs,20490.0,,,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2017,All illicit drugs,58098.0,47066.0,11032.0,,49704.0,8394.0,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2017,Cannabis-type,40511.0,33338.0,7173.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2017,Opioids,2099.0,1584.0,515.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2017,Cocaine-type,6784.0,5452.0,1332.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2017,ATS,8704.0,6692.0,2012.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2017,Other miscellaneous,6885.0,5267.0,1618.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2017,All illicit drugs,15856.0,12436.0,3420.0,,14940.0,916.0,
Americas,North America,Canada,Offences related to drug trafficking,2017,Cannabis-type,4854.0,3989.0,865.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2017,Opioids,1393.0,1046.0,347.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2017,Cocaine-type,7164.0,5572.0,1592.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2017,ATS,2445.0,1829.0,616.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2017,Other miscellaneous,3734.0,2822.0,912.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2018,All illicit drugs,47334.0,37955.0,9379.0,,41754.0,5580.0,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2018,Cannabis-type,27717.0,22883.0,4834.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2018,Opioids,3382.0,2509.0,873.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2018,Cocaine-type,6223.0,4987.0,1236.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2018,ATS,10012.0,7576.0,2436.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2018,Non-specified,5589.0,4413.0,1176.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2018,All illicit drugs,15743.0,12222.0,3521.0,,15000.0,743.0,
Americas,North America,Canada,Offences related to drug trafficking,2018,Cannabis-type,3601.0,2966.0,635.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2018,Opioids,2348.0,1733.0,615.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2018,Cocaine-type,7095.0,5554.0,1541.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2018,ATS,2699.0,1969.0,730.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2018,Non-specified,2755.0,2055.0,700.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2015,All illicit drugs,68939.0,57064.0,11875.0,,58329.0,10610.0,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2015,Cannabis-type,54307.0,45508.0,8799.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2015,Opioids,1410.0,1100.0,310.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2015,Cocaine-type,7012.0,5697.0,1315.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2015,ATS,6210.0,4759.0,1451.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2015,Other miscellaneous,6559.0,5052.0,1507.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2015,All illicit drugs,17193.0,13888.0,3305.0,,15990.0,1203.0,
Americas,North America,Canada,Offences related to drug trafficking,2015,Cannabis-type,5643.0,4748.0,895.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2015,Opioids,953.0,759.0,194.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2015,Cocaine-type,8478.0,6777.0,1701.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2015,ATS,2119.0,1604.0,515.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2015,Other miscellaneous,3650.0,2827.0,823.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2016,All illicit drugs,63907.0,52313.0,11594.0,,54566.0,9341.0,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2016,Cannabis-type,47896.0,39743.0,8153.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2016,Opioids,1852.0,1393.0,459.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2016,Cocaine-type,6657.0,5407.0,1250.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2016,ATS,7502.0,5770.0,1732.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2016,Other miscellaneous,7016.0,5421.0,1595.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2016,All illicit drugs,16214.0,12968.0,3246.0,,15166.0,1048.0,
Americas,North America,Canada,Offences related to drug trafficking,2016,Cannabis-type,5353.0,4413.0,940.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2016,Opioids,1121.0,871.0,250.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2016,Cocaine-type,7459.0,5960.0,1499.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2016,ATS,2281.0,1724.0,557.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2016,Other miscellaneous,3573.0,2751.0,822.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2014,All illicit drugs,37229.0,31800.0,5499.0,,33804.0,3495.0,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2014,Cannabis-type,24542.0,21537.0,3005.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2014,Opioids,667.0,532.0,135.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2014,Cocaine-type,4913.0,4101.0,812.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2014,ATS,3260.0,2584.0,676.0,,,,
Americas,North America,Canada,Offences related to drug use and/or drug possession,2014,Non-specified,3917.0,3046.0,871.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2014,All illicit drugs,21249.0,17267.0,3982.0,,19978.0,1271.0,
Americas,North America,Canada,Offences related to drug trafficking,2014,Cannabis-type,7573.0,6419.0,1154.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2014,Opioids,790.0,627.0,163.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2014,Cocaine-type,8286.0,6636.0,1650.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2014,ATS,1513.0,1173.0,340.0,,,,
Americas,North America,Canada,Offences related to drug trafficking,2014,Non-specified,2951.0,2308.0,643.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug use and/or drug possession,2017,Cannabis-type,78.0,68.0,10.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug use and/or drug possession,2017,Opioids,6.0,6.0,0.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug use and/or drug possession,2017,Cocaine-type,5.0,4.0,1.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug use and/or drug possession,2017,Other substances not under int. control,45.0,34.0,11.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug use and/or drug possession,2017,Pharmaceutical opioids,33.0,28.0,5.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug trafficking,2017,Cannabis-type,12.0,10.0,2.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug trafficking,2017,Cocaine-type,3.0,2.0,1.0,,,,
Africa,West and Central Africa,Central African Republic,Offences related to drug trafficking,2017,Other substances not under int. control,15.0,13.0,2.0,,,,
